text,target,clean_text
Am in gobi arts college,ham,gobi art college
Why she wants to talk to me,ham,want talk
Pandy joined 4w technologies today.he got job..,ham,pandy joined 4w technology today got job
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18
"They can try! They can get lost, in fact. Tee hee",ham,try get lost fact tee hee
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,hi spoke maneesha v like know satisfied experience reply toll free yes
My friends use to call the same.,ham,friend use call
"Sorry, I'll call later",ham,sorry call later
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",ham,em olowoyey usc edu great time argentina sad secretary everything blessing
"It,,s a taxt massage....tie-pos argh ok! Lool!",ham,taxt massage tie po argh ok lool
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",ham,hi please get lt gt dollar loan pay back mid february pls
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham,might want pull case plan spending much confidence derek taylor money management
Do you like shaking your booty on the dance floor?,ham,like shaking booty dance floor
"Text me when you get off, don't call, my phones having problems",ham,text get call phone problem
No need for the drug anymore.,ham,need drug anymore
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,ham,sorry da thought calling lot time lil busy call noon
Its sarcasm.. .nt scarcasim,ham,sarcasm nt scarcasim
Great! I have to run now so ttyl!,ham,great run ttyl
Feel like trying kadeem again? :V,ham,feel like trying kadeem v
Dai  &lt;#&gt;  naal eruku.,ham,dai lt gt naal eruku
Not yet chikku..wat abt u?,ham,yet chikku wat abt u
Ok...,ham,ok
Want to finally have lunch today?,ham,want finally lunch today
Do you know when dad will be back?,ham,know dad back
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam,hello darling today would love chat dont tell look like sexy
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate www getzed co uk pobox 36504 w4 5wq norm 150p tone 16
He remains a bro amongst bros,ham,remains bro amongst bros
R u meeting da ge at nite tmr?,ham,r u meeting da ge nite tmr
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,nice day impressively sensible went home early feel fine boring remember
Why de. You looking good only:-)..,ham,de looking good
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,spam,wanna get laid 2nite want real dogging location sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp 1 50 msg
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham,yes replied mail going management office later plus bank later also wednesday
"That's cool, I'll come by like  &lt;#&gt; ish",ham,cool come like lt gt ish
Super msg da:)nalla timing.,ham,super msg da nalla timing
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",ham,good afternoon boytoy feeling today better hope good boy obedient slave please queen
I am 6 ft. We will be a good combination!,ham,6 ft good combination
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham,sick needy want pout stomp foot pout stomp foot want slave want
* Am on a train back from northampton so i'm afraid not!,ham,train back northampton afraid
Where in abj are you serving. Are you staying with dad or alone.,ham,abj serving staying dad alone
Was playng 9 doors game and gt racing on phone lol,ham,playng 9 door game gt racing phone lol
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,new tone week include 1 mcfly ab 2 sara jorge shock 3 smith switch order follow instruction next message
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,solve case man found murdered lt decimal gt lt gt afternoon 1 wife called police 2 police questioned everyone 3 wife sir sleeping murder took place 4 cook cooking 5 gardener picking vegetable 6 house maid went 2 post office 7 child went 2 play 8 neighbour went 2 marriage police arrested murderer immediately reply reason u r brilliant
I'm on da bus going home...,ham,da bus going home
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham,got call landline number asked come anna nagar go afternoon
I'm okay. Chasing the dream. What's good. What are you doing next.,ham,okay chasing dream good next
Yupz... I've oredi booked slots 4 my weekends liao... ,ham,yupz oredi booked slot 4 weekend liao
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam,urgent trying contact u today draw show 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,ham,r many model sony ericson also der lt gt luks good bt forgot modl
Okie,ham,okie
Yes I know the cheesy songs from frosty the snowman :),ham,yes know cheesy song frosty snowman
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham,ya ok vikky vl c witin lt gt min il reply u
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,spam,sport fan get latest sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 www getzed co uk 0870141701216 norm 4txt 120p
Hey tmr meet at bugis 930 ?,ham,hey tmr meet bugis 930
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam,urgent urgent 800 free flight europe give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham,nice new shirt thing wear nudist themed mu
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham,hey sexy bun day word morning ym think
And whenever you and i see we can still hook up too.,ham,whenever see still hook
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham,nope going home go pump petrol lor like going 2 rain soon
Can you use foreign stamps for whatever you send them off for? ,ham,use foreign stamp whatever send
FROM 88066 LOST £12 HELP,spam,88066 lost 12 help
Oh baby of the house. How come you dont have any new pictures on facebook,ham,oh baby house come dont new picture facebook
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",ham,feb lt gt love u day send dis ur valued frnds evn 3 come back u gt married person u luv u ignore dis u lose ur luv 4 evr
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",ham,hiya sorry hav signal seen heard neither unusual put case get sort hug snogs
"Omw back to tampa from west palm, you hear what happened?",ham,omw back tampa west palm hear happened
Yup no more already... Thanx 4 printing n handing it up.,ham,yup already thanx 4 printing n handing
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd 25p optout txt stop 83021 reply date
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,mean come chase stated watch many movie want
S now only i took tablets . Reaction morning only.,ham,took tablet reaction morning
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,great new offer double min double txt best orange tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt c
"Nah, I'm a perpetual DD",ham,nah perpetual dd
Sorry de i went to shop.,ham,sorry de went shop
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,hope enjoyed new content text stop 61610 unsubscribe help 08712400602450p provided tones2you co uk
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham,hey still want go yogasana coz end cine go bathe hav steam bath
Nope i'm not drivin... I neva develop da photos lei...,ham,nope drivin neva develop da photo lei
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham,thinking going reg pract lesson flung advance haha wat time u going
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham,cool lt gt inch long hope like big
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
Okie.. Thanx..,ham,okie thanx
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,18 day euro2004 kickoff u kept informed latest news result daily unsubscribe send get euro stop 83222
Go where n buy? Juz buy when we get there lar.,ham,go n buy juz buy get lar
Ok lor...,ham,ok lor
I'm working technical support :)voice process.,ham,working technical support voice process
It's justbeen overa week since we broke up and already our brains are going to mush!,ham,justbeen overa week since broke already brain going mush
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham,tunde wishing great day abiola
Nope... C ü then...,ham,nope c
No. But we'll do medical missions to nigeria,ham,medical mission nigeria
No i am not having not any movies in my laptop,ham,movie laptop
Whatsup there. Dont u want to sleep,ham,whatsup dont u want sleep
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam,urgent please call 09066612661 landline 5000 cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm 16
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam,urgent please call 09066612661 landline complimentary 4 lux costa del sol holiday 1000 cash await collection ppm 150 sae c james 28 eh74rr
I havent lei.. Next mon can?,ham,havent lei next mon
Mm feeling sleepy. today itself i shall get that dear,ham,mm feeling sleepy today shall get dear
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham,dare stupid wont tell anything hear wont talk
Do ü noe if ben is going?,ham,noe ben going
Can you do a mag meeting this avo at some point?,ham,mag meeting avo point
I meant middle left or right?,ham,meant middle left right
Really? I crashed out cuddled on my sofa.,ham,really crashed cuddled sofa
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham,sent price mean lt gt g
Are you this much buzy,ham,much buzy
Nothing. Can...,ham,nothing
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,know u u know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham,working ringing u thing whole houseful screaming brat pulling hair loving u
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham,family responding anything room went home diwali one called coming make feel like died
"Tick, tick, tick ... Babe",ham,tick tick tick babe
R ü going 4 today's meeting?,ham,r going 4 today meeting
K da:)how many page you want?,ham,k da many page want
Ya had just now.onion roast.,ham,ya onion roast
Send his number and give reply tomorrow morning for why you said that to him like that ok,ham,send number give reply tomorrow morning said like ok
You said not now. No problem. When you can. Let me know.,ham,said problem let know
Ok but tell me half an hr b4 u come i need 2 prepare.,ham,ok tell half hr b4 u come need 2 prepare
Play w computer? Aiyah i tok 2 u lor?,ham,play w computer aiyah tok 2 u lor
Sat right? Okay thanks... ,ham,sat right okay thanks
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham,derp worse dude always want party dude file complaint three drug abuser life
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham,ok chinese food way get fat paying lipo
We r outside already.,ham,r outside already
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham,good trip watch remember get back must decide easter
Yo we are watching a movie on netflix,ham,yo watching movie netflix
What time. I‘m out until prob 3 or so,ham,time prob 3
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham,meh thgt clash really ah dun mind dun seen lost weight gee
I dont thnk its a wrong calling between us,ham,dont thnk wrong calling u
I am not sure about night menu. . . I know only about noon menu,ham,sure night menu know noon menu
ARR birthday today:) i wish him to get more oscar.,ham,arr birthday today wish get oscar
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay
 and  picking them up from various points,ham,picking various point
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,married local woman looking discreet action 5 real match instantly phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
Wow v v impressed. Have funs shopping!,ham,wow v v impressed fun shopping
I am on the way to ur home,ham,way ur home
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam,burger king wanna play footy top stadium get 2 burger king 1st sept go large super coca cola walk winner
No problem. Talk to you later,ham,problem talk later
Then ur sis how?,ham,ur si
Still in customer place,ham,still customer place
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam,come take little time child afraid dark become teenager want stay night
"Dude u knw also telugu..thts gud..k, gud nyt..",ham,dude u knw also telugu thts gud k gud nyt
We confirm eating at esplanade?,ham,confirm eating esplanade
Send me your id and password,ham,send id password
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam,ur chance win 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk
Well I might not come then...,ham,well might come
Long after I quit. I get on only like 5 minutes a day as it is.,ham,long quit get like 5 minute day
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham,likely called mittelschmertz google dont paracetamol dont worry go
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham,well right gonna get check today steam sale pee text want come get
"Just arrived, see you in a couple days &lt;3",ham,arrived see couple day lt 3
"K, wat s tht incident?",ham,k wat tht incident
Yeah get the unlimited,ham,yeah get unlimited
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham,cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham,forgot take 3 year shower sorry phone dead yet
Ü got wat to buy tell us then ü no need to come in again.,ham,got wat buy tell u need come
When you are big..| God will bring success.,ham,big god bring success
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam,u bin awarded 50 play 4 instant cash call 08715203028 claim every 9th player win min 50 500 optout 08718727870
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,ham,r stayin extra week back next wed rugby weekend hi c u soon
Well there's still a bit left if you guys want to tonight,ham,well still bit left guy want tonight
Not from this campus. Are you in the library?,ham,campus library
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham,affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow
How will I creep on you now? ;_;,ham,creep
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,tell friend plan valentine day lt url gt
If I get there before you after your ten billion calls and texts so help me god,ham,get ten billion call text help god
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
I've told him that i've returned it. That should i re order it.,ham,told returned order
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office
Depends on where u going lor.,ham,depends u going lor
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham,smile right go world wonder smiling think crazy keep away grin
FreeMsg>FAV XMAS TONES!Reply REAL,spam,freemsg fav xmas tone reply real
Lil fever:) now fine:),ham,lil fever fine
I think it's all still in my car,ham,think still car
Can a not?,ham,
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
Yes princess! I want to catch you with my big strong hands...,ham,yes princess want catch big strong hand
Oh yeah I forgot. U can only take 2 out shopping at once.,ham,oh yeah forgot u take 2 shopping
Mm so you asked me not to call radio,ham,mm asked call radio
Thinkin about someone is all good. No drugs for that,ham,thinkin someone good drug
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly
"Alright if you're sure, let me know when you're leaving",ham,alright sure let know leaving
Some are lasting as much as 2 hours. You might get lucky.,ham,lasting much 2 hour might get lucky
Genius what's up. How your brother. Pls send his number to my skype.,ham,genius brother pls send number skype
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam,gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham,forget owns private property good boy always passionate kiss
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,interflora late order interflora flower christmas call 0800 505060 place order midnight tomorrow
Oh god..taken the teeth?is it paining,ham,oh god taken teeth paining
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ham,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
No need to buy lunch for me.. I eat maggi mee..,ham,need buy lunch eat maggi mee
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam,congratulation thanks good friend u 2 000 xmas prize 2 claim easy call 08712103738 10p per minute bt national rate
Ok lor...,ham,ok lor
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham,oh right ok make sure load work day got really nasty cough today dry n shot really help
Wife.how she knew the time of murder exactly,ham,wife knew time murder exactly
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
Howz that persons story,ham,howz person story
Thanx 4 sending me home...,ham,thanx 4 sending home
Its normally hot mail. Com you see!,ham,normally hot mail com see
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm
U sick still can go shopping?,ham,u sick still go shopping
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,ya well fine bbd pooja full pimple even become quite black ur rite cold wearing sweatter
Nice.nice.how is it working?,ham,nice nice working
1's reach home call me.,ham,1 reach home call
Were trying to find a Chinese food place around here,ham,trying find chinese food place around
"Easy mate, * guess the quick drink was bit ambitious.",ham,easy mate guess quick drink bit ambitious
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham,babe miiiiiiissssssssss need crave geeee sad without babe love
Ok thanx...,ham,ok thanx
aathi..where are you dear..,ham,aathi dear
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham,tunji queen wishing great day abiola
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham,today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss call u get u get 6missed u marry ur lover
Will be out of class in a few hours. Sorry,ham,class hour sorry
Wat time u finish ur lect today?,ham,wat time u finish ur lect today
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam,free message jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sound 3 gbp week 16 c apply
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham,fine good hear dear happy new year oh
Are you going to wipro interview today?,ham,going wipro interview today
how tall are you princess?,ham,tall princess
I doubt you could handle 5 times per night in any case...,ham,doubt could handle 5 time per night case
Haha... Hope ü can hear the receipt sound... Gd luck!,ham,haha hope hear receipt sound gd luck
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham,gonna death gonna leave note say robs fault avenge
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,ham,today workin free oso gee thgt u workin ur fren shop
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,ham,life face choice toss coin becoz settle question coin air u know heart hoping gudni8
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,know god created gap finger one made come amp fill gap holding hand love
I want to be there so i can kiss you and feel you next to me,ham,want kiss feel next
I am not at all happy with what you saying or doing,ham,happy saying
Adult 18 Content Your video will be with you shortly,spam,adult 18 content video shortly
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ham,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham,saying explicitly told nora know someone probably gonna bother
He says hi and to get your ass back to south tampa (preferably at a kegger),ham,say hi get as back south tampa preferably kegger
Smith waste da.i wanna gayle.,ham,smith waste da wanna gayle
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham,mum sent many many message since got want know actually getting enjoy rest day
"Aight, tomorrow around  &lt;#&gt;  it is",ham,aight tomorrow around lt gt
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam,chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham,actually first time went bed long spoke woke 7 night
See you there! ,ham,see
I dont understand your message.,ham,dont understand message
Crucify is c not s. You should have told me earlier.,ham,crucify c told earlier
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham,idk keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added
Fuck cedar key and fuck her (come over anyway tho),ham,fuck cedar key fuck come anyway tho
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham,twenty past five said train durham already coz reserved seat
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx
U still painting ur wall?,ham,u still painting ur wall
